video_id,title,published_at,channel_id,channel_title,duration_iso,duration_seconds,view_count,like_count,comment_count,url
OgwMPGvcN_0,How Have You Processed the Sin of Ravi Zacharias?,2021-04-29 09:45:01+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT15M37S,937,560077,8520.0,2368.0,https://www.youtube.com/watch?v=OgwMPGvcN_0
QJ9sfxMv3qE,"If You Don’t Pray, You Won’t Live",2018-10-31 12:00:08+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT12M22S,742,506763,15252.0,575.0,https://www.youtube.com/watch?v=QJ9sfxMv3qE
yIOgYPkNA7g,How to Know the Will of God – John Piper,2015-10-05 17:34:12+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT52M59S,3179,500475,7031.0,348.0,https://www.youtube.com/watch?v=yIOgYPkNA7g
oXYk6Hz0OfU,Is Drinking Alcohol a Sin?,2013-10-25 17:55:29+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT8M40S,520,496099,4885.0,1191.0,https://www.youtube.com/watch?v=oXYk6Hz0OfU
PU6Xtf_jpOA,"When I Don't Desire God, Part 1 – John Piper",2013-05-13 17:41:02+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT31M30S,1890,479611,6053.0,407.0,https://www.youtube.com/watch?v=PU6Xtf_jpOA
G6t-iFeVavw,God Works for Those Who Wait for Him,2013-05-16 18:56:57+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT51M41S,3101,459522,7748.0,327.0,https://www.youtube.com/watch?v=G6t-iFeVavw
NSvwEB2WDAU,Can a Woman Preach If Elders Affirm It?,2017-04-13 13:00:04+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT10M11S,611,424098,5744.0,2649.0,https://www.youtube.com/watch?v=NSvwEB2WDAU
0lvGW5tw-wA,How to Find Gold in God’s Word: Reading the Bible with Supernatural Help,2017-10-04 10:00:01+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT53M35S,3215,423693,7244.0,288.0,https://www.youtube.com/watch?v=0lvGW5tw-wA
N4FjhQJqtZE,Why Does Christ Want Some Not to Believe?,2020-06-15 09:45:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT12M33S,753,419814,9045.0,2731.0,https://www.youtube.com/watch?v=N4FjhQJqtZE
KfnTJCWBngo,How Do I Glorify God in My Daily Life?,2020-07-27 09:45:01+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT12M3S,723,414501,13987.0,1081.0,https://www.youtube.com/watch?v=KfnTJCWBngo
Ou8y_0377wE,Don't Waste Your Life,2013-01-30 19:00:41+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT56M26S,3386,385357,5546.0,207.0,https://www.youtube.com/watch?v=Ou8y_0377wE
vFWBAYnCoDQ,Will My Spouse Be My Best Friend in Heaven?,2022-10-07 09:45:02+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT13M27S,807,378574,5681.0,1138.0,https://www.youtube.com/watch?v=vFWBAYnCoDQ
F-C33QrDxNc,The Difference Between Calvinists and Arminians,2017-03-10 08:00:01+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT25M40S,1540,363196,5307.0,1992.0,https://www.youtube.com/watch?v=F-C33QrDxNc
4jTApS8uUSg,How Can I Tell If I’m Really Saved?,2018-12-14 13:00:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT13M37S,817,362906,9449.0,1373.0,https://www.youtube.com/watch?v=4jTApS8uUSg
Mm1gnecsaC4,How Do I Feed My Joy in Jesus Every Morning?,2018-09-02 23:00:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT12M34S,754,354014,11073.0,329.0,https://www.youtube.com/watch?v=Mm1gnecsaC4
ykaL-dafIhI,Exploring the Tension Between Calvinists and Arminians,2015-05-18 22:02:29+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT12M27S,747,341383,4387.0,2848.0,https://www.youtube.com/watch?v=ykaL-dafIhI
-UvmxaK_0bo,"When God Feels Distant, He May Want Us to Grow Up",2018-03-13 23:00:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT11M45S,705,327005,12434.0,690.0,https://www.youtube.com/watch?v=-UvmxaK_0bo
cUEfF0fc4Bo,The Key to Killing Lust,2021-05-19 09:45:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT16M19S,979,318186,9982.0,822.0,https://www.youtube.com/watch?v=cUEfF0fc4Bo
1-7Q85ehaC8,Your Emotions Matter to God: Learning from the Bible’s Songbook,2018-11-06 16:00:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT36M54S,2214,318140,6352.0,324.0,https://www.youtube.com/watch?v=1-7Q85ehaC8
C1acO3rXGOE,How to Experience the Outpouring of God’s Love,2016-06-06 17:33:27+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT38M24S,2304,316252,5601.0,545.0,https://www.youtube.com/watch?v=C1acO3rXGOE
JkSAMTp5leQ,What Is It Like to Enjoy God?,2018-01-12 16:00:01+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT50M58S,3058,315748,5602.0,208.0,https://www.youtube.com/watch?v=JkSAMTp5leQ
St8NlULiuvo,Coronavirus and Christ (Audiobook),2020-04-08 10:49:19+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT2H7M44S,7664,314613,5848.0,492.0,https://www.youtube.com/watch?v=St8NlULiuvo
dOZEEuiODUc,The Story of Ian and Larissa,2012-05-15 16:51:50+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT8M55S,535,309675,3391.0,213.0,https://www.youtube.com/watch?v=dOZEEuiODUc
4Yhn_4mmowU,Reflections on Mark Driscoll and the Church,2015-07-31 20:27:06+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT10M42S,642,305349,2605.0,420.0,https://www.youtube.com/watch?v=4Yhn_4mmowU
u-LvOF4BNGA,How Do I Find God’s Will for My Life?,2018-06-17 23:00:07+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT15M35S,935,304883,7693.0,290.0,https://www.youtube.com/watch?v=u-LvOF4BNGA
EZw-nYM4mt8,What Makes a Real Man?,2017-08-29 03:00:00+00:00,UCnrFlpro0xfYjz6s5Xa8WWw,Desiring God,PT8M22S,502,304144,9836.0,353.0,https://www.youtube.com/watch?v=EZw-nYM4mt8
