video_id,title,published_at,channel_id,channel_title,duration_iso,duration_seconds,view_count,like_count,comment_count,url
1rbWx88iLJo,God is Able,2016-10-17 22:14:42+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT48M25S,2905,70968,738.0,10.0,https://www.youtube.com/watch?v=1rbWx88iLJo
73XBnq3d6YA,Revelation: Earthly Battle - Week 7 - Sermons - Matt Chandler,2021-03-22 19:21:21+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT49M46S,2986,70768,878.0,78.0,https://www.youtube.com/watch?v=73XBnq3d6YA
X_r8IMU647g,The Depth of the Gospel – Sermons – Matt Chandler – 8/29/21,2021-08-30 15:36:11+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT47M55S,2875,69083,1166.0,85.0,https://www.youtube.com/watch?v=X_r8IMU647g
KG0UeKpicTk,What Makes a Man? – What Makes a Man? – Week 1 – Sermon – Matt Chandler – 4/27/25,2025-04-28 18:14:11+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT51M3S,3063,65869,1342.0,42.0,https://www.youtube.com/watch?v=KG0UeKpicTk
Ye3MJ9l8THE,Unearthed: His Workmanship – Week 1 – Sermons – Matt Chandler,2021-09-27 18:46:11+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT53M13S,3193,65575,812.0,37.0,https://www.youtube.com/watch?v=Ye3MJ9l8THE
k5rLHXCRNyk,Sunday Service - 08/28/2022 - Josh Patterson,2022-08-28 18:40:41+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT1H9M,4140,64926,697.0,,https://www.youtube.com/watch?v=k5rLHXCRNyk
2LViMimF5ZM,Sermons - Matt Chandler - That Which Satisfies,2019-03-04 19:40:47+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT45M50S,2750,64290,837.0,31.0,https://www.youtube.com/watch?v=2LViMimF5ZM
RhVw-PRB4v8,Sermons - Matt Chandler - Biblically Serious,2019-05-06 15:22:06+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT40M12S,2412,63541,886.0,29.0,https://www.youtube.com/watch?v=RhVw-PRB4v8
UPDoEfbHiAI,Recovering Redemption (Part 3) - The Response of Faith: Repentance,2014-01-23 19:28:38+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT48M35S,2915,63453,547.0,12.0,https://www.youtube.com/watch?v=UPDoEfbHiAI
bfelksfPJw0,A Beautiful Design (Part 6) - Incomplete,2014-10-21 15:29:55+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT49M26S,2966,62318,525.0,5.0,https://www.youtube.com/watch?v=bfelksfPJw0
vJT-3kRPX60,A Beautiful Design – #AskTVC Week 10,2014-11-18 17:08:26+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT14M47S,887,62232,697.0,3.0,https://www.youtube.com/watch?v=vJT-3kRPX60
NsnfU8xCpmY,Sermons - Matt Chandler - Practicing Prayer,2019-09-23 15:56:49+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT38M40S,2320,61909,1040.0,79.0,https://www.youtube.com/watch?v=NsnfU8xCpmY
2XUhhIq_wQo,A Beautiful Design (Part 10) - Together for the Gospel,2014-11-18 16:16:29+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT44M55S,2695,60196,507.0,3.0,https://www.youtube.com/watch?v=2XUhhIq_wQo
MeXSywqChxs,The Long Game,2017-06-12 16:13:52+00:00,UC5tzTmPEue1OMqkT9CIAP0g,The Village Church - Flower Mound,PT43M29S,2609,59071,705.0,9.0,https://www.youtube.com/watch?v=MeXSywqChxs
