video_id,title,published_at,channel_id,channel_title,duration_iso,duration_seconds,view_count,like_count,comment_count,url
y0LkJWQdWqg,Seasons of Silence | Joel Osteen,2020-02-02 13:30:03+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M8S,1688,3226323,66711,4085.0,https://www.youtube.com/watch?v=y0LkJWQdWqg
gCpF-3KgVJ4,Closed Doors Can't Stop You | Joel Osteen,2019-10-13 12:30:03+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M3S,1683,3210553,59908,3841.0,https://www.youtube.com/watch?v=gCpF-3KgVJ4
XIOXdwGyt9I,Letting Go Of Control | Joel Osteen,2020-11-09 13:00:06+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M31S,1711,3056880,54176,3103.0,https://www.youtube.com/watch?v=XIOXdwGyt9I
kzE7z4-djmQ,Keep Speaking Victory | Joel Osteen,2021-01-04 13:00:24+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M31S,1711,3055998,62864,4374.0,https://www.youtube.com/watch?v=kzE7z4-djmQ
LB0VIcbo8F4,What's Blocking Your Growth? | Joel Osteen,2021-08-02 12:00:19+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT29M3S,1743,2977962,61990,3240.0,https://www.youtube.com/watch?v=LB0VIcbo8F4
z2enJHWaZyw,The Fight For Your Future | Joel Osteen,2020-12-21 13:00:20+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M58S,1678,2973166,59500,3816.0,https://www.youtube.com/watch?v=z2enJHWaZyw
lDuOsnTF_so,A Turnaround Is Coming | Joel Osteen,2021-12-13 13:00:32+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M18S,1698,2943492,63342,5156.0,https://www.youtube.com/watch?v=lDuOsnTF_so
5JjEt2EJI14,Joel Osteen - Your Faith,2018-10-14 12:30:00+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M11S,1631,2876805,46779,2466.0,https://www.youtube.com/watch?v=5JjEt2EJI14
BzoWkn4P4ts,Peaceful On Purpose | Joel Osteen,2016-04-03 05:00:00+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT27M14S,1634,2869918,42489,1593.0,https://www.youtube.com/watch?v=BzoWkn4P4ts
fM2NNkQt8-Y,Something New Is Coming | Joel Osteen,2021-05-17 12:00:19+00:00,UCvxWyn4rfcI2H9APhfUIB1Q,Joel Osteen,PT28M20S,1700,2788219,60343,4811.0,https://www.youtube.com/watch?v=fM2NNkQt8-Y
